,timestamp,open,high,low,close,volume
0,2020-01-02 00:00:00,1.12132,1.12143,1.12008,1.12011,904
1,2020-01-02 01:00:00,1.12011,1.12043,1.12008,1.12043,683
2,2020-01-02 02:00:00,1.12043,1.12075,1.12037,1.12066,801
3,2020-01-02 03:00:00,1.12074,1.12102,1.12043,1.12098,1721
4,2020-01-02 04:00:00,1.12098,1.12136,1.12052,1.12118,1833
5,2020-01-02 05:00:00,1.12118,1.1214,1.12011,1.12029,1482
6,2020-01-02 06:00:00,1.12029,1.12037,1.11928,1.11982,1530
7,2020-01-02 07:00:00,1.11981,1.12021,1.11842,1.11847,1885
8,2020-01-02 08:00:00,1.11847,1.11942,1.1183,1.11929,1711
9,2020-01-02 09:00:00,1.11929,1.11969,1.11895,1.11962,1914
10,2020-01-02 10:00:00,1.11961,1.11964,1.117,1.1173899999999999,2700
11,2020-01-02 11:00:00,1.1173899999999999,1.12023,1.11709,1.12004,3594
12,2020-01-02 12:00:00,1.12004,1.1203,1.11651,1.11662,2958
13,2020-01-02 13:00:00,1.11662,1.11717,1.11635,1.11698,1806
14,2020-01-02 14:00:00,1.11698,1.1172,1.11636,1.11701,1424
15,2020-01-02 15:00:00,1.11701,1.11702,1.11643,1.11662,1438
16,2020-01-02 16:00:00,1.11662,1.11716,1.11659,1.11692,1345
17,2020-01-02 17:00:00,1.11692,1.11733,1.11689,1.11722,675
18,2020-01-02 18:00:00,1.11722,1.11727,1.11683,1.11712,319
19,2020-01-02 19:00:00,1.11708,1.11734,1.11702,1.11708,348
20,2020-01-02 20:00:00,1.11708,1.1176,1.11697,1.11754,509
21,2020-01-02 21:00:00,1.11754,1.11784,1.11723,1.11736,950
22,2020-01-02 22:00:00,1.11736,1.11774,1.11718,1.11725,1566
23,2020-01-02 23:00:00,1.11725,1.11736,1.11696,1.11721,1074
24,2020-01-03 00:00:00,1.11719,1.11748,1.11685,1.11699,732
25,2020-01-03 01:00:00,1.11699,1.11704,1.11644,1.11663,1067
26,2020-01-03 02:00:00,1.11663,1.11694,1.11639,1.1169,909
27,2020-01-03 03:00:00,1.1169,1.11714,1.1152,1.11531,2655
28,2020-01-03 04:00:00,1.11531,1.11604,1.11506,1.11511,2655
29,2020-01-03 05:00:00,1.11511,1.11522,1.11399,1.114,2503
30,2020-01-03 06:00:00,1.114,1.1143399999999999,1.11306,1.11359,2578
31,2020-01-03 07:00:00,1.11359,1.11359,1.1125,1.11298,2003
32,2020-01-03 08:00:00,1.11298,1.11425,1.11281,1.1139000000000001,1998
33,2020-01-03 09:00:00,1.1139000000000001,1.11487,1.11372,1.11382,2152
34,2020-01-03 10:00:00,1.11382,1.11541,1.11353,1.11522,2584
35,2020-01-03 11:00:00,1.11522,1.11673,1.11522,1.11634,3919
36,2020-01-03 12:00:00,1.11634,1.11797,1.11624,1.11719,2387
37,2020-01-03 13:00:00,1.1172,1.1174,1.11677,1.1172,1348
38,2020-01-03 14:00:00,1.1172,1.11732,1.1166,1.11665,1740
39,2020-01-03 15:00:00,1.11665,1.1168,1.11612,1.11673,1880
40,2020-01-03 16:00:00,1.11673,1.11673,1.116,1.11614,973
41,2020-01-03 17:00:00,1.11614,1.11619,1.1152,1.11558,600
42,2020-01-05 18:00:00,1.11646,1.11661,1.11582,1.11592,401
43,2020-01-05 19:00:00,1.11592,1.11675,1.11592,1.11603,1534
44,2020-01-05 20:00:00,1.11603,1.11682,1.116,1.11635,1411
45,2020-01-05 21:00:00,1.11635,1.11653,1.11612,1.11627,1084
46,2020-01-05 22:00:00,1.11627,1.1167,1.11622,1.11653,715
47,2020-01-05 23:00:00,1.11653,1.11709,1.11652,1.11658,938
48,2020-01-06 00:00:00,1.11658,1.11662,1.11616,1.11642,802
