,timestamp,open,high,low,close,volume
0,2020-12-31 19:00:00,29115.355,29136.515,28788.682,28958.222,4910
1,2020-12-31 20:00:00,28958.222,29052.614,28702.768,29013.457,6790
2,2020-12-31 21:00:00,29013.457,29492.114,28976.494,29434.036,7650
3,2020-12-31 22:00:00,29434.536,29489.49,29139.331,29213.257,7128
4,2020-12-31 23:00:00,29213.257,29363.107,29170.8,29304.666,6097
5,2021-01-01 00:00:00,29305.211,29413.975,29086.884,29249.555,6553
6,2021-01-01 01:00:00,29250.161,29260.643,29116.854,29211.259,4682
7,2021-01-01 02:00:00,29211.259,29282.364,29113.357,29200.843,4187
8,2021-01-01 03:00:00,29200.292,29214.256,28848.123,29125.877,5751
9,2021-01-01 04:00:00,29125.391,29209.899,28906.839,29027.53,5767
10,2021-01-01 05:00:00,29027.53,29337.985,28999.971,29235.569,5763
11,2021-01-01 06:00:00,29235.569,29375.151,29189.921,29273.005,5378
12,2021-01-01 07:00:00,29273.005,29440.944,29251.55,29350.591,5905
13,2021-01-01 08:00:00,29350.591,29636.519,29181.758,29272.01,7831
14,2021-01-01 09:00:00,29272.01,29506.036,29252.143,29502.684,6648
15,2021-01-01 10:00:00,29502.84,29570.918,29310.86,29365.314,7479
16,2021-01-01 11:00:00,29365.314,29426.683,29058.412,29220.635,9139
17,2021-01-01 12:00:00,29220.511,29392.368,29162.727,29335.725,6447
18,2021-01-01 13:00:00,29335.725,29370.249,28970.144,29116.181,7117
19,2021-01-01 14:00:00,29113.908,29286.34,28685.785,29107.248,9434
20,2021-01-01 15:00:00,29107.248,29160.427,28991.003,29066.356,7175
21,2021-01-01 16:00:00,29066.596,29309.842,28915.056,29243.219,6640
22,2021-01-01 17:00:00,29242.756,29326.425,29181.366,29205.094,5360
23,2021-01-03 18:00:00,33539.427,33632.164,32976.99,33096.386,6732
24,2021-01-03 19:00:00,33097.137,33601.163,32679.707,33024.466,12638
25,2021-01-03 20:00:00,33024.461,33103.801,32408.559,32848.97,14242
26,2021-01-03 21:00:00,32849.495,33323.143,32603.863,33193.407,11742
27,2021-01-03 22:00:00,33194.406,33596.183,32972.742,33475.995,11427
28,2021-01-03 23:00:00,33478.742,33531.5,33182.384,33526.7,11466
29,2021-01-04 00:00:00,33527.199,33580.634,33153.343,33238.728,5067
30,2021-01-04 01:00:00,33238.728,33283.683,32793.174,32794.173,1900
31,2021-01-04 02:00:00,32794.173,33326.64,32794.173,33134.942,3299
32,2021-01-04 03:00:00,33134.942,33167.869,31731.037,32057.318,8029
33,2021-01-04 04:00:00,32058.316,32555.911,31431.697,32018.404,8426
34,2021-01-04 05:00:00,32019.402,32121.177,30343.965,31019.924,11322
35,2021-01-04 06:00:00,31021.275,31199.59,28290.125,30239.4,9470
36,2021-01-04 07:00:00,30240.489,30863.831,29387.053,30723.246,7228
37,2021-01-04 08:00:00,30723.246,31429.089,30437.532,31225.775,10587
38,2021-01-04 09:00:00,31226.08,31394.792,30577.392,31394.658,11741
39,2021-01-04 10:00:00,31396.721,32152.941,31396.387,32119.764,11364
40,2021-01-04 11:00:00,32119.763,32190.547,31554.913,31728.014,12604
41,2021-01-04 12:00:00,31731.011,31899.069,30738.583,31309.659,8829
42,2021-01-04 13:00:00,31309.659,31513.954,30599.599,30993.735,7386
43,2021-01-04 14:00:00,30993.735,31428.54,30975.953,31148.32,6908
44,2021-01-04 15:00:00,31148.32,31855.27,31089.379,31656.312,7010
45,2021-01-04 16:00:00,31656.312,31823.644,31196.272,31238.23,7147
46,2021-01-04 17:00:00,31233.235,31561.906,30844.624,31016.511,8686
47,2021-01-04 18:00:00,31016.011,31465.003,30924.354,31316.652,7336
48,2021-01-04 19:00:00,31317.651,32020.947,31138.83,31988.979,9129
49,2021-01-04 20:00:00,31988.979,32846.62,31988.979,32420.047,11462
50,2021-01-04 21:00:00,32426.541,32790.676,32243.224,32768.199,9934
51,2021-01-04 22:00:00,32776.191,32815.152,32225.242,32307.66,8604
52,2021-01-04 23:00:00,32309.158,32541.426,31147.821,31163.305,9104
53,2021-01-05 00:00:00,31164.304,31547.92,30493.975,30878.091,11544
54,2021-01-05 01:00:00,30878.091,31349.119,30082.071,30390.085,11825
55,2021-01-05 02:00:00,30390.083,31249.219,30031.018,31106.362,11323
56,2021-01-05 03:00:00,31099.369,31298.17,30729.739,30797.172,8996
57,2021-01-05 04:00:00,30800.668,31511.325,30798.67,31192.276,9431
58,2021-01-05 05:00:00,31193.775,31784.184,31157.811,31545.423,10107
59,2021-01-05 06:00:00,31544.424,31665.303,31077.95,31325.643,9535
60,2021-01-05 07:00:00,31325.143,31782.328,31264.204,31779.847,8619
61,2021-01-05 08:00:00,31779.848,32029.074,31564.903,31584.883,11630
62,2021-01-05 09:00:00,31584.883,31904.026,31438.842,31464.558,10713
63,2021-01-05 10:00:00,31464.558,32376.197,31104.864,32327.362,13102
64,2021-01-05 11:00:00,32327.362,32366.776,31931.536,32115.02,11431
65,2021-01-05 12:00:00,32115.27,32688.984,31780.687,32492.974,11182
66,2021-01-05 13:00:00,32494.473,32855.112,32265.452,32784.183,7811
67,2021-01-05 14:00:00,32791.675,33491.041,32684.387,33412.554,9641
68,2021-01-05 15:00:00,33414.552,34255.301,33175.852,33764.202,11505
69,2021-01-05 16:00:00,33747.718,34106.356,33408.058,34038.427,10345
70,2021-01-05 17:00:00,34038.427,34055.35,33523.942,33759.324,8434
71,2021-01-05 18:00:00,33759.324,34449.146,33702.69,34245.111,6068
72,2021-01-05 19:00:00,34246.86,34334.377,33683.782,33995.096,7777
73,2021-01-05 20:00:00,33995.095,34155.102,33332.134,33932.034,6299
74,2021-01-05 21:00:00,33932.034,34037.428,33516.45,33829.081,5647
75,2021-01-05 22:00:00,33829.08,34147.318,33780.935,33912.553,6263
76,2021-01-05 23:00:00,33915.55,34195.118,33676.894,34140.668,7032
77,2021-01-06 00:00:00,34141.498,35828.819,34134.777,35321.122,9500
78,2021-01-06 01:00:00,35323.117,35559.596,34587.487,34943.931,4320
79,2021-01-06 02:00:00,34943.931,35190.264,34748.048,35056.751,5107
80,2021-01-06 03:00:00,35056.61,35372.3,34315.65,34633.658,6566
81,2021-01-06 04:00:00,34634.058,34913.091,33985.989,34544.895,5768
82,2021-01-06 05:00:00,34544.894,34551.718,33587.379,33835.398,5457
83,2021-01-06 06:00:00,33835.398,34482.62,33757.899,34382.942,4134
84,2021-01-06 07:00:00,34382.942,35143.821,34310.724,34894.071,3205
85,2021-01-06 08:00:00,34894.071,35037.847,34426.539,34912.024,2989
86,2021-01-06 09:00:00,34912.024,35052.714,34326.315,34535.853,4972
87,2021-01-06 10:00:00,34535.853,34652.387,34074.87,34267.584,6547
88,2021-01-06 11:00:00,34267.584,34845.794,34207.613,34553.814,6914
89,2021-01-06 12:00:00,34552.816,35063.901,34395.207,34586.741,6705
90,2021-01-06 13:00:00,34586.741,35131.27,34545.831,34851.114,2550
91,2021-01-06 14:00:00,34851.114,35191.093,34851.114,35179.415,2771
