,timestamp,open,high,low,close,volume
0,2020-01-01 21:00:00,18.90259,18.90279,18.88115,18.899,1482
1,2020-01-01 22:00:00,18.89931,18.90036,18.88859,18.89233,1192
2,2020-01-01 23:00:00,18.89315,18.89703,18.89047,18.89628,1148
3,2020-01-02 00:00:00,18.89637,18.91439,18.89637,18.91241,1091
4,2020-01-02 01:00:00,18.91256,18.9256,18.90939,18.91209,1189
5,2020-01-02 02:00:00,18.91205,18.91951,18.91101,18.91856,1502
6,2020-01-02 03:00:00,18.9181,18.9227,18.8884,18.8921,802
7,2020-01-02 04:00:00,18.8918,18.8945,18.8551,18.8588,893
8,2020-01-02 05:00:00,18.8594,18.8725,18.8543,18.8711,677
9,2020-01-02 06:00:00,18.8711,18.9018,18.8699,18.8968,565
10,2020-01-02 07:00:00,18.8965,18.9167,18.8735,18.911,1188
11,2020-01-02 08:00:00,18.911,18.9195,18.8839,18.8846,1350
12,2020-01-02 09:00:00,18.8846,18.8909,18.8643,18.87294,1751
13,2020-01-02 10:00:00,18.8726,18.9087,18.8676,18.87393,2066
14,2020-01-02 11:00:00,18.87393,18.9088,18.873,18.8791,3424
15,2020-01-02 12:00:00,18.8791,18.9004,18.8719,18.8909,2651
16,2020-01-02 13:00:00,18.8909,18.8992,18.8747,18.8945,1850
17,2020-01-02 14:00:00,18.8945,18.8967,18.8622,18.8674,2041
18,2020-01-02 15:00:00,18.8675,18.8684,18.8381,18.8477,2364
19,2020-01-02 16:00:00,18.8477,18.849,18.83064,18.8374,1809
20,2020-01-02 17:00:00,18.8374,18.8412,18.8309,18.83647,552
21,2020-01-02 18:00:00,18.83379,18.8415,18.8239,18.8395,388
22,2020-01-02 19:00:00,18.8395,18.8465,18.8389,18.8436,295
23,2020-01-02 20:00:00,18.8436,18.8456,18.8297,18.831,439
24,2020-01-02 21:00:00,18.831,18.8365,18.8282,18.834,598
25,2020-01-02 22:00:00,18.834,18.8766,18.832,18.8747,1063
26,2020-01-02 23:00:00,18.8747,18.889,18.8731,18.8854,796
27,2020-01-03 00:00:00,18.8843,18.889499999999998,18.8786,18.888,814
28,2020-01-03 01:00:00,18.888,18.9008,18.8797,18.8995,790
29,2020-01-03 02:00:00,18.8995,18.9212,18.8984,18.915,833
30,2020-01-03 03:00:00,18.9148,18.9489,18.9071,18.9428,947
31,2020-01-03 04:00:00,18.9428,18.9456,18.9052,18.9429,1093
32,2020-01-03 05:00:00,18.9429,18.9727,18.9401,18.9725,823
33,2020-01-03 06:00:00,18.9725,18.9981,18.9712,18.9948,771
34,2020-01-03 07:00:00,18.9948,19.0267,18.9843,18.997700000000002,1489
35,2020-01-03 08:00:00,18.9978,19.0014,18.9618,18.9883,2285
36,2020-01-03 09:00:00,18.98837,18.9904,18.951,18.9524,2601
37,2020-01-03 10:00:00,18.9527,18.9527,18.9,18.9012,2890
38,2020-01-03 11:00:00,18.901,18.9119,18.8606,18.8636,3684
39,2020-01-03 12:00:00,18.8636,18.8734,18.8519,18.865,2362
40,2020-01-03 13:00:00,18.8654,18.8918,18.8524,18.8918,2142
41,2020-01-03 14:00:00,18.8918,18.9143,18.8786,18.89,2196
42,2020-01-03 15:00:00,18.889499999999998,18.9278,18.889,18.925,1856
43,2020-01-03 16:00:00,18.925,18.9308,18.9191,18.927599999999998,1390
44,2020-01-03 17:00:00,18.9272,18.9308,18.8886,18.8984,665
45,2020-01-05 18:00:00,18.9059,18.93502,18.90051,18.92589,221
46,2020-01-05 19:00:00,18.92589,18.94796,18.921,18.94536,669
47,2020-01-05 20:00:00,18.94476,18.94476,18.92126,18.92926,470
48,2020-01-05 21:00:00,18.92916,18.93696,18.92287,18.93576,553
